age,education_level,employment_type,employment_years,monthly_income,fixed_monthly_expenses,debt_to_income_ratio,savings_balance,loan_amount,loan_duration_months,loan_purpose,credit_score,late_payments_12m,missed_payments_12m,utility_bill_on_time_ratio,income_inflation_ratio,document_mismatch_flag,application_velocity,geo_location_mismatch,metadata_anomaly_score,loan_approved,is_fraud
55,3,2,19.933937077059536,49670.59725418089,18312.447530024067,0.6907155878616503,48805.0190544958,53953.45031727443,36,2,716,9,4,0.7496057517666334,1.4849196705289986,1,8,0,0.18297338341486946,0,1
19,3,1,16.279405390120377,52058.4725471432,24651.189028560642,0.619604562040863,83424.28910278881,481156.4242117437,12,3,584,4,4,0.6684823939234149,1.062528488768147,0,1,0,0.8081187549853212,0,1
38,1,3,12.304388764620217,82930.0190623262,63569.155071418725,0.21747021695222007,461865.69793838804,405558.20816986274,36,4,484,8,1,0.6479066813756799,0.8748479217130714,0,3,0,0.6120009375568681,0,0
50,1,1,6.125072415732234,117167.77285757022,23542.504390539772,0.18425450334699026,410735.62638809544,235220.0496346655,36,4,520,9,2,0.5335140395187614,1.1456592270010222,0,2,0,0.19323599148486714,0,0
29,0,2,12.47791672583277,81595.27769173306,97126.87433056602,0.14732332463066822,177032.28117754703,119565.24867859884,48,2,743,3,0,0.9478595873740008,1.4117986081291583,0,2,0,0.4733541793328011,1,1
39,3,2,10.540829278233034,27519.778428130878,50204.30745326683,0.6068204321410449,327910.3836636964,467393.0015724276,48,3,416,0,4,0.8459092930625254,1.4211037012441308,1,8,0,0.6819051664607716,0,1
61,2,2,8.521667677807429,144512.67412846652,55136.61643151497,0.7501655724815197,268637.83683401905,178852.33190621616,36,4,369,9,3,0.5608090784098247,0.8076761412395131,0,6,0,0.6338529008835424,0,0
42,0,0,2.6142075348039895,142554.1614822346,32199.275422486586,0.4013750746391259,338562.13174128195,88882.37152681363,12,4,369,4,3,0.5325229788685704,1.4204070213259798,0,6,0,0.4272471962317044,0,1
44,1,1,17.732084304809334,122074.64060929308,52386.422719126014,0.18339847039723373,341335.57623137964,285950.55034243787,24,1,726,0,2,0.9874362667156216,0.990038952249901,0,4,0,0.8993665289209269,1,1
59,3,3,8.99569297642645,148872.62720334867,69572.22693733104,0.45867497451247463,314367.00752999645,472449.3189689599,24,1,742,5,1,0.8405862752197524,0.8272806547778961,0,1,0,0.5192634144878443,1,0
45,2,3,3.8924502364153013,90782.70326403418,77605.94232586384,0.34418233522104114,133050.6842686543,11876.842345158062,60,0,436,9,1,0.7087280355468708,1.393453189254012,0,7,0,0.5058672985286884,0,1
33,2,3,7.355187017545792,145159.8855329168,77848.12744389217,0.3623774470449984,19503.210381409062,126681.17319445938,60,2,803,9,1,0.8508655203778924,1.4047067291917457,0,8,0,0.06225058994145427,1,1
32,0,0,8.282595050578541,29828.655280177598,62010.20014246795,0.5349314369089951,227783.3909950544,469839.34380109975,24,3,430,6,3,0.8781658932400795,1.217361755889645,0,2,0,0.9221203897976371,0,1
64,3,0,16.550757911337485,67538.49727397827,91392.37974944715,0.6031026792835417,445486.9423453519,93832.1237600094,36,4,517,0,1,0.8899811011943897,1.2021036301074508,1,2,0,0.177116568678373,1,1
61,3,2,14.672287611228041,49299.56484087955,83566.70625754984,0.1774225192112126,284748.62925928796,65489.29130351173,36,4,470,9,3,0.7389386528265288,1.3691841908349935,0,1,0,0.5283446934365542,0,1
20,1,3,15.386097872826795,45458.300937455104,78134.33032287628,0.12491316156453347,416195.52085095394,289391.7357419042,48,0,774,3,2,0.7149413790624239,1.3504166868971959,0,4,0,0.8035676014003101,1,1
54,3,0,0.22062528857294428,38304.383356047896,15004.496951241457,0.7960312118800005,495812.17148061405,432303.47341446666,48,4,428,8,0,0.5055140421344502,1.423073831409893,0,6,0,0.2154532769556433,0,1
24,3,2,8.32307996359523,100913.77340357956,10619.016599768438,0.2629098442408863,81808.10206913813,243783.8106700238,60,2,356,0,4,0.9632785575709191,1.1869232133176926,0,5,0,0.5273732899708411,0,0
38,0,3,9.626883032706473,121571.84124714966,29120.254947592566,0.13768136743592135,345888.81957099115,497336.4857754171,24,0,480,8,2,0.8016539391944715,1.4773529649129662,0,4,0,0.24068490922334085,0,1
26,3,1,0.38384553646113373,95178.79192464688,69717.12345221071,0.232912730367144,337146.7868500123,342794.13277361647,36,2,545,7,3,0.6015769685949841,1.497302781653337,0,4,0,0.7596949977999118,1,1
56,2,2,5.196264174900684,39105.15224646726,47007.773999429126,0.12727049244392497,489977.7236791392,46296.704533119395,24,0,443,4,2,0.9598017097107183,0.8815812269990428,0,7,0,0.5643411678731507,0,0
35,0,0,15.2057964624427,125446.09009135122,46216.56333693806,0.37426762623202015,492800.3669764002,496487.7445241679,12,4,350,5,4,0.9574659508851482,1.3946806316878855,0,7,0,0.8559758603951435,0,1
21,0,0,2.742194114579981,102674.1119312847,89612.81994066524,0.661681249115927,343339.30586206476,209868.1760222933,24,0,667,6,0,0.994592082183048,1.1498755804240124,0,2,0,0.8945580028773829,0,1
42,1,2,10.706202629051834,70461.54179650941,90600.65633186548,0.33887111483040444,121807.39599109713,150827.24158428644,12,1,758,3,4,0.9370282815694895,1.0712964368098825,0,7,0,0.6487334824453981,0,0
31,3,2,4.30403744034475,107636.93841968819,91825.77376482272,0.4109283848148566,399277.9190652995,283360.79995316395,48,3,517,5,3,0.9988921939100324,1.2291506169179005,0,2,0,0.7253912461589445,0,0
26,1,0,0.24241549287786546,53787.64730156827,38249.026886352454,0.5729107414972072,53514.567105519054,159110.71999222352,48,4,556,6,4,0.6223430940616363,0.839175890083405,1,4,1,0.5492200998868637,0,1
43,2,1,4.82402915199083,64874.98710424737,72195.02314653355,0.45622584904891617,390349.65208581433,52364.17848887464,60,3,455,5,2,0.9211247925996171,1.154522783136956,0,1,0,0.3844287330673829,1,0
19,0,3,19.517475098201075,139273.15960715874,34446.98631469326,0.703011980214927,455098.0620723482,10699.888108796593,24,4,741,5,1,0.9115141543978822,1.4096233990186668,0,5,0,0.6481179230208346,0,1
37,0,1,16.03074223765979,57765.58573728465,27154.88497670048,0.7062249725320296,191416.69738421764,230295.84293092854,24,3,324,1,2,0.6154701796103669,0.9494230612972782,0,1,0,0.9082886234873289,0,1
45,0,2,19.191532886420667,81098.47486053176,26616.921161263228,0.10693748684380755,315317.64749154024,420063.0768910302,12,1,835,4,3,0.5492187745004954,1.0984729263385975,0,4,0,0.41668038043143796,0,0
64,2,1,9.75708087852725,135718.3478614819,40789.68587772346,0.6446324145382395,215071.36604841315,290434.4409587375,48,3,359,2,0,0.9897102568387999,1.4576366214004128,0,9,1,0.31441002637379534,0,1
24,2,0,2.19472397355007,112003.77553477857,48696.18578018396,0.42251352016917176,218882.52749406424,499611.57648228604,12,0,766,6,4,0.6480122757603052,1.099994686463988,0,8,0,0.3884369385525741,0,0
61,1,2,10.95918977947386,28086.419401411356,84785.42539495615,0.7921883789125642,155185.44455406003,150554.856367128,48,3,733,3,0,0.9354458952339031,1.0508573426326788,0,6,0,0.4353976302115996,0,0
25,1,3,9.087546691199218,39149.395756266145,20790.198412544087,0.43826245311280465,381064.8102251623,147422.9817324271,12,4,365,0,3,0.5020635773373019,1.1083756536863647,0,8,0,0.07356102897771621,0,0
64,1,0,16.88714165479232,21019.406800349185,76143.32626554048,0.7908271617718083,468088.2820832526,88277.23551463266,48,2,405,5,4,0.5105124036098011,1.1636169365622895,0,5,0,0.4984418404349944,0,0
52,3,0,1.9616516156848918,102019.83272979125,57830.94227703748,0.6281985528440156,470375.42961723055,90391.15825001424,12,3,395,5,2,0.7329356543481842,1.2423939408920281,0,7,0,0.49431424805005963,0,0
31,0,3,9.764822740435564,78197.54530335439,35915.08084083932,0.27402341922931445,87390.64243746691,149741.43204492342,48,3,467,6,2,0.6193573419675318,1.3604849606417118,0,8,0,0.5884438276405232,0,1
34,0,3,3.000973293879685,37455.73061729582,54353.76260795422,0.47687648550087036,437371.82482828305,398491.6221840283,12,3,341,7,3,0.8449206417179822,1.11647154403502,0,7,0,0.3628200304713315,0,0
53,1,1,6.493518537801199,144531.43573738018,36994.78627993204,0.7944949476350079,368715.72071356105,453820.82741185947,24,4,403,2,4,0.7827821627839772,1.3722366545630982,0,4,0,0.6131075959555897,0,1
57,0,2,14.747141547755993,88855.76411293058,63647.37597144754,0.7002714254263466,126418.70034514464,487792.7131567638,60,3,503,5,2,0.5387428987252457,1.1736044629464564,0,5,0,0.878216310274203,0,1
21,1,3,9.520362587375331,51446.12823467559,49045.95305697198,0.16815682565385479,33642.306460757274,123821.93050726179,12,4,819,9,3,0.5813141481578585,1.0369363572575845,1,6,1,0.9554709904951643,0,1
19,3,3,7.517765702915387,85078.46425011198,24796.497617099085,0.5944603977669973,133998.633442189,441835.7973509049,60,4,581,1,3,0.6940246350292072,1.26056557968359,0,6,0,0.5836122161410496,1,0
23,3,2,7.889525571400706,108350.64325556402,20492.476710012706,0.34190571010956916,456104.11839076283,170844.99374589516,24,2,342,8,0,0.5928020319777165,1.302405578320444,0,9,0,0.042590953970313095,0,1
59,2,3,9.188935368119733,29911.09833656338,59202.61138649171,0.10488758331624369,316589.3374478861,65291.86681327336,24,0,409,1,2,0.8961111736219642,1.1906342829406413,0,2,0,0.969235997267109,0,1
21,3,3,15.700330876741138,55711.49595622596,91217.17299574931,0.3824366783188997,360527.3304489359,436312.2135048812,48,4,509,2,4,0.70803511777664,0.8396304811943064,0,6,0,0.7058620608962562,0,0
46,1,1,17.84169377880469,124905.51381491916,40956.191790191704,0.2643280952074799,128576.17555454792,321691.7609753731,60,1,348,9,2,0.5467159334212497,0.9189180126125774,0,3,0,0.33596364855365213,0,0
35,3,0,19.106693730078565,79756.43315234597,75970.0096500361,0.6732084893643301,359694.0777874101,90718.13907972025,36,3,414,1,2,0.7421714511360624,0.9997084046231598,0,2,0,0.14715770096372338,0,0
43,2,0,15.738067725105902,91055.02846419833,69279.52194457903,0.33613142619203584,14060.75313896188,220617.31618137125,48,1,454,8,2,0.545419090530707,0.9978379241660452,0,6,0,0.14341861223627494,0,0
61,0,0,6.3081379149602546,76266.080287231,93839.9422878533,0.679266585767672,187660.6728865069,150756.27048976315,60,3,802,0,3,0.5644686527099085,1.2713945601728094,0,4,0,0.16774440613960273,0,0
51,1,0,13.762694121730842,25706.992543590666,83888.29155692268,0.10041855718435672,313376.6742711656,371029.3386679965,12,2,370,4,1,0.6198049160141026,0.8128440631715429,0,5,0,0.045572521613820305,0,0
27,0,3,8.752062481107838,41547.47137662027,60994.47330149167,0.31547340501828347,73048.28277066011,232173.95300589135,12,4,818,0,1,0.9297638526237448,1.3289772439346639,0,5,0,0.9021541886529115,1,1
53,2,2,5.093412440921023,77920.41303644583,69132.74484106965,0.2688156500154334,411501.78722346737,494747.1731021286,24,0,635,4,0,0.962306266166486,0.9857397323648532,0,3,0,0.5407682328273363,1,0
31,2,2,16.817431588518453,47194.11050303062,90854.78199256313,0.2634971527480277,117515.64940595932,36825.04130720161,36,4,366,7,2,0.9131288646660345,1.0170152923512716,1,4,0,0.6999594127138372,0,1
48,2,1,0.7685269792464999,26497.273725758234,45956.69061282413,0.1477306338358239,326140.5564092231,183957.48040676088,12,3,792,7,1,0.6670386087089236,1.169536879560747,0,3,0,0.8281085092683075,1,1
32,0,1,18.03523984270847,129674.45632673708,39411.52352719996,0.23098698928735123,202598.57128766485,246131.08188388892,60,0,512,7,0,0.6362232205544158,0.9511479206572703,0,7,0,0.7915410063332002,1,0
25,0,3,9.229549292494683,147555.02879133506,10972.99752716767,0.4888846989199339,298021.7977388236,256535.4418266767,60,4,480,1,3,0.7745778453951195,1.4191299195028693,0,1,0,0.8826056237288415,0,1
31,0,2,12.744029536165609,123108.57361957613,84389.59667723178,0.30395275098642116,53725.276314454066,164808.55296896203,12,0,547,7,2,0.8609265802665562,0.8597581455285958,0,6,0,0.9672546225249519,0,1
40,0,2,13.187078444115654,130992.03982160671,82088.26303630284,0.39217634763040365,8456.399960803663,367327.7220578083,60,3,513,4,4,0.9966863940800874,1.1110676536107453,1,4,0,0.43907061474193954,1,1
57,2,0,17.902354814130728,51457.026941215896,19400.906629013625,0.363806816243032,454782.2136901506,438626.0660095976,60,2,658,0,3,0.5657853559394631,1.3945955886184231,0,1,0,0.9503354666683905,0,1
38,2,3,12.733393643344147,144881.50681671596,61917.16430194302,0.7131334474999262,134815.0043835914,469972.4579691529,24,2,548,6,0,0.5246459995119022,1.2310907260948651,1,1,0,0.7232899483428163,1,1
33,1,3,12.278671695201236,45600.34157894569,51758.35283501987,0.7337092993073608,409838.50139022956,404495.75463176786,36,4,815,5,3,0.8471779444976355,1.0046306610898434,0,5,0,0.07066819030807847,0,0
62,1,0,1.3330408112137992,143685.8753470382,20683.818595820034,0.4450698801591021,499675.1502361001,426784.29668023373,24,1,387,4,4,0.9161128917519528,1.0945321454435226,1,5,0,0.6817831212123454,0,1
35,0,3,10.36816043890408,149326.50821557362,98251.14043546512,0.33110916522092315,105715.62899945558,279767.1973037978,36,3,475,0,3,0.9231743899332117,1.2946860662397603,0,7,0,0.6867166596048486,0,0
64,3,3,3.003380016340833,112523.96474698634,29322.62987170199,0.17476049280165457,132585.37059167778,414685.23094913916,60,4,725,0,0,0.8392317745385803,1.4812825203547295,0,4,0,0.9058605637925271,1,1
41,3,1,14.748675374429713,147548.68513293687,16051.076208150504,0.7673820155674665,331429.89381733286,158716.91548249658,36,4,380,5,4,0.9770079020595935,1.4251971028656034,0,9,0,0.37293213247009205,0,1
43,2,2,10.24443841625349,94040.17134372347,63536.26415517186,0.14215886143020823,482724.31730031065,205254.59343351505,60,2,437,9,4,0.7555023817722935,1.0397029658676638,0,4,0,0.5849115002718178,0,0
42,2,3,13.604555584167066,53740.431812891744,76498.00094197295,0.30835519429779634,457907.174095372,165287.3767710867,60,0,732,6,3,0.9569073991681063,1.4987385155015003,0,7,0,0.012187551011742515,1,1
62,2,1,0.8334580120476853,76809.46513653072,12919.910144246827,0.30864634081900294,251437.76003279246,239019.79436948345,24,3,769,9,4,0.9839060684957615,0.8024532644717408,0,5,0,0.332075242181336,0,0
58,1,2,1.6958403209160644,97162.92159924218,69284.58748543198,0.3242809002981505,397555.1412633623,149934.01195693182,24,0,649,9,3,0.9235787285015539,0.8193408290658906,0,5,0,0.06224372615878093,1,0
46,1,0,14.326467761253646,29500.60306351195,57906.2688356309,0.21500079029068653,67872.92654995053,481189.60670467897,48,3,425,0,2,0.6548792816293103,1.3766883606198357,1,6,0,0.521872972764897,0,1
32,2,1,1.4416867199734673,100904.624400242,19293.850798754356,0.648213001646588,488719.09210200614,163293.8677227774,12,1,608,8,4,0.5981078255851476,0.9396238807831364,0,8,0,0.8174476505069532,1,1
62,2,1,1.425134555305172,147553.1187790983,25527.148925172587,0.18574850337619248,482176.61701799324,58041.823674360516,48,2,529,3,3,0.7740600324909093,0.8425384878773686,0,5,0,0.20644269212906896,0,0
18,2,2,0.242169504697749,44713.994471884595,61117.68675844725,0.544434661407214,81864.47893958549,268140.41136470257,48,1,759,4,2,0.7265073751900942,0.9660036512655517,0,3,0,0.5274410455577785,1,0
42,3,0,19.1300279659896,123037.36511748983,36672.185216195954,0.18669221869407224,149711.56240155332,37978.54843813642,36,4,644,1,4,0.9388791710963664,1.0982701077866022,1,6,0,0.20400863651076706,0,1
24,1,1,14.75016718918014,138026.84319135052,94448.41557861844,0.1493749463150696,50077.498753383465,64166.15149120446,60,2,609,9,2,0.5500158355335769,1.3113963893033835,1,2,0,0.12068846784624043,0,1
26,3,3,7.065028170041283,142681.2070666287,83686.62065356458,0.7366006525801135,135858.79944908986,117500.80070616068,60,4,319,7,4,0.6288700306557593,1.2370348685858439,0,8,0,0.5109967919343424,0,0
41,3,3,5.930711625753105,144817.62857270814,98521.04858622968,0.23309013642309398,407977.8947076033,237531.6224422494,60,1,840,1,0,0.8758994722593543,0.9663348522922943,0,8,0,0.07914862094972763,1,0
18,2,3,6.994064594916991,87789.75303379135,33370.37550553726,0.6748751081917931,189157.80358262974,222292.95683142365,12,3,776,2,0,0.547493322488656,1.152289313670409,0,3,0,0.5873546311379894,0,0
61,2,0,15.493070623623638,147050.02803889549,97275.12695181793,0.4812416097749951,44198.48357337919,401849.0123813677,36,4,568,8,3,0.66038220701085,1.4483498737789982,0,8,0,0.03133746067672627,0,1
25,0,1,13.227412221408288,118450.32692747706,48811.04828124021,0.15449956372613874,171112.76238945228,372342.58040321554,36,0,302,1,1,0.6935776970269916,1.3705054438886304,0,9,0,0.10671497186837553,0,1
41,0,3,3.7039113573493587,41017.28671080504,41276.691578237915,0.7688137340066473,490691.66712064005,218895.96405544365,60,3,315,5,0,0.811296898281345,1.0262328493822555,0,5,0,0.5499974854873578,0,0
28,3,0,3.482186706681687,81997.0138408361,14531.457427241792,0.2728728168943248,314841.79762960144,173515.06171205867,48,3,657,3,1,0.5790663228596823,1.4875851929489874,0,5,0,0.5914074128989139,0,1
34,1,3,1.9679129942679463,113383.05279836051,14748.873207364235,0.7017517417468246,208080.47320307887,165069.7041901343,12,1,432,6,2,0.9303022451748548,1.2960342803045917,0,6,0,0.02898693009375808,0,0
25,2,2,13.206054394026763,52154.24105648084,72281.01303519892,0.21816700404919492,83269.256748635,389257.5927740644,48,1,611,5,2,0.7237711177331372,0.8437145489667472,0,7,0,0.5733767880015584,1,0
52,2,1,15.287453244434719,103279.97386135536,51213.60949906251,0.6977600174992971,493088.39864184737,35515.479048422174,24,2,781,9,1,0.9585108559402782,0.8246124993020472,0,3,0,0.838502525323637,0,1
52,3,1,5.3009285665000805,106658.0622760605,30386.946343249514,0.10926016903370579,410424.50463156437,16282.608260196856,36,2,843,8,3,0.7339349568169657,0.9178855643070211,0,5,0,0.7223161772939539,1,0
50,0,0,0.41889922061825624,41150.966695113566,65257.327569270936,0.4582463195986365,140738.6512254597,399816.75204405753,36,0,604,8,4,0.6375201294703667,1.3094991076351028,0,1,0,0.13118510392079863,0,1
22,1,0,1.643433349528547,93461.09061885832,32757.230642510007,0.6386098055950898,35034.34786059473,243801.72423463417,48,3,568,9,1,0.5709144143438374,0.9286172480896996,0,5,0,0.5924746475636149,1,0
59,0,1,19.35720069690061,120311.498427219,61986.857890998035,0.7543568622449484,28312.778688779017,74131.75789125223,12,0,713,3,1,0.5018725473556425,1.1580407384461835,0,4,0,0.6722525000742134,0,0
56,0,3,5.908895549548405,84856.43638967245,42328.78722844213,0.736441495344541,60189.074752766915,125427.30795130561,36,0,324,0,1,0.7660787424924178,0.8652820841265823,0,1,0,0.037231201752291776,0,0
58,0,3,15.384462956762672,21573.405180893966,84119.70039506372,0.6737374086833514,290384.29180721083,466926.93701771746,48,1,615,1,1,0.5535783484634618,1.4446203104811366,0,7,0,0.8553476686836227,0,1
45,0,2,12.493271377085275,21175.000980307985,83862.65446901014,0.7217339447629129,464381.71060274617,431156.4580562,12,0,575,7,1,0.6958638818155891,1.0407724295084972,1,1,0,0.9062673972898302,1,1
24,2,3,7.6387927930579185,66413.81471610158,52961.53583101612,0.23945378008595355,248371.71400299223,357794.67460974655,48,0,688,9,3,0.7946358806185434,1.4356924395924415,0,8,0,0.8504522733622586,1,1
26,2,0,4.113745243911103,140405.22889613165,41573.7198401514,0.2989290069982101,421472.7412280986,246290.36286529002,12,4,743,7,0,0.6378429484513501,1.4614129493373809,0,2,0,0.8246314679891132,1,1
25,0,0,2.4277283631881286,49727.98134846914,42630.38169031851,0.302277967444741,222943.30992990392,264958.576833779,60,2,726,1,4,0.5876121461830577,0.8042900531195766,0,5,0,0.7449651984608933,0,0
29,1,3,12.300259360777332,102467.27955331933,82514.30731013961,0.36393775170118925,354291.7728839126,487869.82228913973,12,2,356,3,0,0.8873608113046708,1.1248946310391124,0,6,0,0.6334320312819601,0,0
51,3,0,15.49267561275576,48869.86319013168,39536.15345178508,0.37532446926963214,365936.36864325043,483227.5175033007,24,3,667,0,1,0.9733955861408103,0.8172592389948251,0,9,0,0.6786270049882519,1,0
50,1,1,12.878085070822614,61817.09865574132,28815.343633616143,0.4811887272582729,86981.85295166932,115481.8324350588,60,2,641,6,0,0.550220208930983,1.436084936412034,0,7,0,0.806395293334983,1,1
40,1,1,10.606042664983166,130245.47164819292,17621.950768777613,0.211915834356509,180608.02948790588,407441.2374896059,48,3,603,3,3,0.5777951621925039,1.1628852813142032,0,6,0,0.6624984583613046,0,0
41,1,3,0.8390244686327253,114751.9874950931,52002.380879596756,0.5838726646501926,318651.078269012,106648.90642183823,60,4,673,7,2,0.9800063286263594,0.8524608088889478,0,5,0,0.32772695668207097,1,0
54,0,1,19.369775551887678,32401.90605071738,53391.888902785766,0.21729657751315457,35348.30409218309,114633.36416313618,60,2,411,8,0,0.5188921109061231,0.8771937097935969,0,6,0,0.3759611021613539,0,0
52,2,1,15.97428383309149,75731.26272823637,85681.78393626165,0.31721593747318333,180770.0938814783,341285.5867406426,48,4,305,8,4,0.9888161682752361,1.0684563171449173,0,4,0,0.8970574683722922,0,1
61,1,2,5.856440734019294,23792.06927388438,29911.482680145757,0.45234159142430785,267399.73314059625,208450.5383078987,48,2,578,2,3,0.5023222415424944,1.4581639350110227,0,1,0,0.0171220857971619,1,1
57,0,2,19.599406587177015,82515.71905839117,44289.21463015599,0.6575083930664342,498112.2465223193,466456.7594821949,24,2,681,4,2,0.9368343278256657,1.2850364060976567,1,9,0,0.698820581244282,0,1
39,1,1,12.037631792726442,106116.42152113885,82756.51650043219,0.6176284632671091,237266.78131122037,53614.770099044326,48,4,312,5,3,0.6536625904938748,1.4073332063323927,0,5,0,0.9547775524252154,0,1
44,1,3,11.648453164144929,35405.3410677597,84126.12496740761,0.5518740494873656,408028.3785571618,260647.5639966516,36,0,602,5,1,0.9692944290886483,1.0565196524379858,0,8,0,0.7062281699579737,0,0
52,0,2,14.961463588590643,57555.04205819154,44614.99683808914,0.20904128240611913,216033.64253330886,460075.5499171294,36,0,459,9,2,0.6584726443177927,0.8302495896849988,0,7,0,0.9939119882317821,0,1
18,2,0,16.23539576180275,71718.7613152804,51321.16209580128,0.4829317419309045,398195.36130985443,453015.69363495754,24,0,453,7,4,0.8271531607670279,1.48202234604309,0,8,0,0.6875449055283308,0,1
52,2,0,13.129572146630053,139539.03320528648,37295.73017643546,0.16121255125991982,297707.4008100542,86699.3145737132,12,0,480,5,2,0.5400162848829684,0.8120210934636587,0,1,0,0.034363029216861074,0,0
54,3,0,2.5619149273240005,149123.1520049853,93929.93905773808,0.3641542237576556,443297.7207511992,189652.47304726366,12,2,825,5,4,0.6211649057268696,1.4633561571567624,0,9,0,0.8270098816469236,0,1
64,0,3,6.765350119889968,25838.46886943006,20677.938916742227,0.3894615712029714,205471.27617505495,313369.4860228812,36,1,479,3,1,0.8868396732396253,1.0580741966944014,0,1,0,0.2846299119393191,0,0
31,3,1,18.561672806520995,118931.03005440097,94037.4480701323,0.12786800761202768,302152.20991073945,88103.49353798707,48,4,676,6,4,0.7643429268394099,0.8070632835153171,0,3,0,0.44605722566444095,0,0
20,3,0,4.492312236877039,68324.12863230462,71547.98066518089,0.2917916696289803,315009.3403094137,484330.86430241197,24,1,467,7,3,0.9639845308935224,1.282410062207156,1,8,1,0.3120919159070821,0,1
